date,symbol,side,amount,price,cost,commission
2025-10-04,BNB/USDT,BUY,17.379969585053225,1151.325375,20009.999999999996,20.009999999999998
2025-10-04,BTC/USDT,BUY,0.1633616687501532,122452.19549999999,20003.994999,20.003994999
2025-10-04,AVAX/USDT,BUY,663.6121447941634,30.13506,19997.9918001008,19.997991800100802
2025-10-06,ETH/USDT,BUY,4.34946129838956,4686.352005,20383.106676377818,20.383106676377817
2025-10-07,AVAX/USDT,SELL,663.6121447941634,27.916035,18525.419860498936,18.525419860498936
2025-10-07,ETH/USDT,SELL,4.34946129838956,4445.47615,19335.426467338824,19.335426467338824
2025-10-10,BTC/USDT,SELL,0.1633616687501532,112718.11275,18413.81899720792,18.41381899720792
2025-10-12,BTC/USDT,BUY,0.17116205017925748,115016.2794,19686.4221860943,19.6864221860943
2025-10-15,ETH/USDT,BUY,4.777220792418757,3987.602805,19049.659031953357,19.049659031953357
2025-10-16,BTC/USDT,SELL,0.17116205017925748,108140.18286,18509.4954050774,18.5094954050774
2025-10-16,ETH/USDT,SELL,4.777220792418757,3892.5627450000006,18595.631681208637,18.595631681208637
2025-10-19,BNB/USDT,SELL,17.379969585053225,1109.3250600000001,19280.035802737344,19.280035802737345
2025-10-19,BNB/USDT,BUY,16.812063018999385,1110.43494,18668.702189778804,18.668702189778806
2025-10-22,BNB/USDT,SELL,16.812063018999385,1071.28409,18010.49563233141,18.010495632331413
2025-10-30,XRP/USDT,BUY,7592.504141545994,2.4405196499999997,18529.655550149375,18.529655550149375
2025-10-31,SOL/USDT,BUY,99.46979242637053,187.303605,18631.0507100609,18.6310507100609
2025-10-31,ETH/USDT,BUY,4.837889769987656,3849.9139949999994,18625.459531742807,18.625459531742806
2025-11-01,SOL/USDT,SELL,99.46979242637053,186.256825,18526.92772074482,18.526927720744823
2025-11-01,ETH/USDT,SELL,4.837889769987656,3871.8331150000004,18731.501818157943,18.731501818157945
2025-11-02,XRP/USDT,SELL,7592.504141545994,2.52543665,19174.38822433704,19.17438822433704
2025-11-10,XRP/USDT,BUY,7374.220882826383,2.5272629999999996,18636.59559099445,18.63659559099445
2025-11-10,OP/USDT,BUY,41874.728812022135,0.44492234999999997,18631.002748657596,18.631002748657597
2025-11-11,OP/USDT,SELL,41874.728812022135,0.4061968,17009.380844311192,17.009380844311192
2025-11-13,XRP/USDT,SELL,7374.220882826383,2.32133875,17118.06468636409,17.11806468636409
2025-12-04,LINK/USDT,BUY,1262.103324873686,14.257124999999998,17993.964865639748,17.993964865639747
2025-12-05,LINK/USDT,SELL,1262.103324873686,13.583205000000001,17143.40819294088,17.14340819294088
2025-12-07,LINK/USDT,BUY,1304.6031919632624,13.656825,17816.73748708368,17.816737487083678
2025-12-09,ETH/USDT,BUY,5.425127221077052,3319.6990199999996,18009.789519184807,18.009789519184807
2025-12-09,AVAX/USDT,BUY,1232.5607594387811,14.607299999999999,18004.384781350105,18.004384781350105
2025-12-10,BTC/USDT,BUY,0.19339083215145628,92061.37768499998,17803.826439511653,17.803826439511653
2025-12-12,AVAX/USDT,SELL,1232.5607594387811,13.09345,16138.47267567371,16.13847267567371
2025-12-12,BNB/USDT,BUY,19.381046170648492,882.02079,17094.48565446186,17.09448565446186
2025-12-14,BTC/USDT,SELL,0.19339083215145628,88128.08391500001,17043.16348423522,17.043163484235222
2025-12-15,LINK/USDT,SELL,1304.6031919632624,12.843575,16755.768941219558,16.755768941219557
2025-12-15,BNB/USDT,SELL,19.381046170648492,858.1707000000001,16632.245958997737,16.632245958997736
2025-12-16,ETH/USDT,SELL,5.425127221077052,2960.8188500000006,16062.818939813054,16.062818939813056
2025-12-21,ETH/USDT,BUY,5.514357151248713,3003.52101,16562.487560419257,16.562487560419257
2025-12-21,BNB/USDT,BUY,19.27378474871198,859.06932,16557.51715790237,16.55751715790237
2025-12-21,LINK/USDT,BUY,1329.9257322306119,12.446219999999999,16552.548247003284,16.552548247003283
2025-12-21,BTC/USDT,BUY,0.18655000945972594,88703.18943,16547.580827274363,16.547580827274363
2025-12-22,LINK/USDT,SELL,1329.9257322306119,12.57371,16722.100478605367,16.722100478605366
2025-12-23,ETH/USDT,SELL,5.514357151248713,2963.53749,16342.00415097516,16.34200415097516
2025-12-23,BNB/USDT,SELL,19.27378474871198,843.87785,16264.720035105855,16.264720035105857
2025-12-23,BTC/USDT,SELL,0.18655000945972594,87442.257,16312.353870529787,16.312353870529787
2026-01-01,AVAX/USDT,BUY,1207.656154617327,13.596794999999998,16420.253164820097,16.420253164820096
2026-01-02,DOGE/USDT,BUY,116032.37996204387,0.14195094,16470.90540604929,16.47090540604929
2026-01-03,OP/USDT,BUY,53231.130931703774,0.31065525,16536.53028737117,16.53653028737117
2026-01-03,SOL/USDT,BUY,123.89072521272489,133.436685,16531.56767463193,16.53156767463193
